Samples	Sig1	Sig2	Sig3	Sig4	Sig5	Sig6	Sig7	Sig8	Sig9
Head-SCC::SP32958	13193	0	0	0	0	0	0	0	0
Head-SCC::SP31422	16896	0	0	0	0	0	0	0	0
Head-SCC::SP33496	49681	0	0	0	0	0	0	0	0
Head-SCC::SP34005	3390	0	0	0	0	0	0	0	0
Head-SCC::SP30113	87623	0	0	0	0	0	0	0	0
Head-SCC::SP31030	27225	0	0	0	0	0	0	0	0
Head-SCC::SP33544	30658	0	0	0	0	0	0	0	0
Head-SCC::SP33688	43025	0	0	0	0	0	0	0	0
Head-SCC::SP30907	12900	0	0	0	0	0	0	0	0
Head-SCC::SP30185	5051	0	0	0	0	0	0	0	0
Head-SCC::SP33837	3950	0	0	0	0	0	0	0	0
Head-SCC::SP31790	7187	0	0	0	0	0	0	0	0
Head-SCC::SP30143	5903	0	0	0	0	0	0	0	0
Head-SCC::SP30071	17995	0	0	0	0	0	0	0	0
Head-SCC::SP30493	14138	0	0	0	0	0	0	0	0
Head-SCC::SP32014	4627	0	0	0	0	0	0	0	0
Head-SCC::SP30332	52507	0	0	0	0	0	0	0	0
Head-SCC::SP31814	7544	0	0	0	0	0	0	0	0
Head-SCC::SP29987	16812	0	0	0	0	0	0	0	0
Head-SCC::SP30083	5849	0	0	0	0	0	0	0	0
Head-SCC::SP32742	21859	0	0	0	0	0	0	0	0
Head-SCC::SP115162	4142	0	0	0	0	0	0	0	0
Head-SCC::SP29940	8798	0	0	0	0	0	0	0	0
Head-SCC::SP30843	3037	0	0	0	0	0	0	0	0
Head-SCC::SP32222	523	0	0	0	0	0	0	0	0
Head-SCC::SP31190	12989	0	0	0	0	0	0	0	0
Head-SCC::SP30077	24415	0	0	0	0	0	0	0	0
Head-SCC::SP32694	22002	0	0	0	0	0	0	0	0
Head-SCC::SP33774	5155	0	0	0	0	0	0	0	0
Head-SCC::SP30093	5198	0	0	0	0	0	0	0	0
Head-SCC::SP33094	13164	0	0	0	0	0	0	0	0
Head-SCC::SP30803	49453	0	0	0	0	0	0	0	0
Head-SCC::SP30675	63185	0	0	0	0	0	0	0	0
Head-SCC::SP31854	31795	0	0	0	0	0	0	0	0
Head-SCC::SP31606	3124	0	0	0	0	0	0	0	0
Head-SCC::SP30213	7213	0	0	0	0	0	0	0	0
Head-SCC::SP32894	2866	0	0	0	0	0	0	0	0
Head-SCC::SP117260	7009	0	0	0	0	0	0	0	0
Head-SCC::SP117124	9006	0	0	0	0	0	0	0	0
Head-SCC::SP117932	13257	0	0	0	0	0	0	0	0
Head-SCC::SP117189	2892	0	0	0	0	0	0	0	0
Head-SCC::SP117217	780	0	0	0	0	0	0	0	0
Head-SCC::SP117779	6406	0	0	0	0	0	0	0	0
Head-SCC::SP117376	10635	0	0	0	0	0	0	0	0
Head-SCC::SP117681	3760	0	0	0	0	0	0	0	0
Head-SCC::SP117408	4544	0	0	0	0	0	0	0	0
Head-SCC::SP118015	5773	0	0	0	0	0	0	0	0
Head-SCC::SP117509	15087	0	0	0	0	0	0	0	0
Head-SCC::SP117482	23837	0	0	0	0	0	0	0	0
Head-SCC::SP117003	12468	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123975	40498	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP124044	1669	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123972	10017	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123850	2052	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123902	1681	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123884	2210	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123964	2007	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123995	1898	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123846	1967	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP124003	882	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123876	1768	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123878	1225	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123842	1775	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123900	1493	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123978	979	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123897	1799	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP124013	948	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP124021	1618	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123852	1957	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123998	1981	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123967	897	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123988	3452	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123984	1114	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123858	839	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123890	1255	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123950	1671	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123886	587	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP124033	1457	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123892	1722	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123840	1693	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123969	2519	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123953	1811	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123955	1298	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123882	2154	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123894	2687	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP124017	1055	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123856	1071	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123854	1550	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123888	922	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123870	869	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123958	996	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123844	1547	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123872	3136	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123874	1496	0	0	0	0	0	0	0	0
Kidney-ChRCC::SP123836	2290	0	0	0	0	0	0	0	0
Kidney-RCC::SP43633	1625	0	0	0	0	0	0	0	0
Kidney-RCC::SP36498	5155	0	0	0	0	0	0	0	0
Kidney-RCC::SP37516	4226	0	0	0	0	0	0	0	0
Kidney-RCC::SP39997	3899	0	0	0	0	0	0	0	0
Kidney-RCC::SP35617	7162	0	0	0	0	0	0	0	0
Kidney-RCC::SP37636	4093	0	0	0	0	0	0	0	0
Kidney-RCC::SP39907	5336	0	0	0	0	0	0	0	0
Kidney-RCC::SP40736	4903	0	0	0	0	0	0	0	0
Kidney-RCC::SP42154	6770	0	0	0	0	0	0	0	0
Kidney-RCC::SP39594	4241	0	0	0	0	0	0	0	0
Kidney-RCC::SP41453	3691	0	0	0	0	0	0	0	0
Kidney-RCC::SP34452	8219	0	0	0	0	0	0	0	0
Kidney-RCC::SP42829	6177	0	0	0	0	0	0	0	0
Kidney-RCC::SP37970	6495	0	0	0	0	0	0	0	0
Kidney-RCC::SP34186	6910	0	0	0	0	0	0	0	0
Kidney-RCC::SP37903	7775	0	0	0	0	0	0	0	0
Kidney-RCC::SP35849	3362	0	0	0	0	0	0	0	0
Kidney-RCC::SP36586	3106	0	0	0	0	0	0	0	0
Kidney-RCC::SP34431	2982	0	0	0	0	0	0	0	0
Kidney-RCC::SP37432	5645	0	0	0	0	0	0	0	0
Kidney-RCC::SP35989	3913	0	0	0	0	0	0	0	0
Kidney-RCC::SP39102	4572	0	0	0	0	0	0	0	0
Kidney-RCC::SP34493	3922	0	0	0	0	0	0	0	0
Kidney-RCC::SP36036	3818	0	0	0	0	0	0	0	0
Kidney-RCC::SP35951	6968	0	0	0	0	0	0	0	0
Kidney-RCC::SP39248	4300	0	0	0	0	0	0	0	0
Kidney-RCC::SP34246	5527	0	0	0	0	0	0	0	0
Kidney-RCC::SP35412	6784	0	0	0	0	0	0	0	0
Kidney-RCC::SP39298	8695	0	0	0	0	0	0	0	0
Kidney-RCC::SP38044	6580	0	0	0	0	0	0	0	0
Kidney-RCC::SP38271	5557	0	0	0	0	0	0	0	0
Kidney-RCC::SP43201	4808	0	0	0	0	0	0	0	0
Kidney-RCC::SP34191	4778	0	0	0	0	0	0	0	0
Kidney-RCC::SP40047	6876	0	0	0	0	0	0	0	0
Kidney-RCC::SP39349	3855	0	0	0	0	0	0	0	0
Kidney-RCC::SP37369	3203	0	0	0	0	0	0	0	0
Kidney-RCC::SP38759	7609	0	0	0	0	0	0	0	0
Kidney-RCC::SP36218	3740	0	0	0	0	0	0	0	0
Kidney-RCC::SP43510	3897	0	0	0	0	0	0	0	0
Kidney-RCC::SP43770	4325	0	0	0	0	0	0	0	0
Kidney-RCC::SP43651	7222	0	0	0	0	0	0	0	0
Kidney-RCC::SP106656	5345	0	0	0	0	0	0	0	0
Kidney-RCC::SP97249	6669	0	0	0	0	0	0	0	0
Kidney-RCC::SP106638	7277	0	0	0	0	0	0	0	0
Kidney-RCC::SP97161	6341	0	0	0	0	0	0	0	0
Kidney-RCC::SP43696	6229	0	0	0	0	0	0	0	0
Kidney-RCC::SP97113	4307	0	0	0	0	0	0	0	0
Kidney-RCC::SP97124	7628	0	0	0	0	0	0	0	0
Kidney-RCC::SP43808	3165	0	0	0	0	0	0	0	0
Kidney-RCC::SP43822	4969	0	0	0	0	0	0	0	0
Kidney-RCC::SP43514	3165	0	0	0	0	0	0	0	0
Kidney-RCC::SP97258	5461	0	0	0	0	0	0	0	0
Kidney-RCC::SP97194	10282	0	0	0	0	0	0	0	0
Kidney-RCC::SP109470	7042	0	0	0	0	0	0	0	0
Kidney-RCC::SP97278	5153	0	0	0	0	0	0	0	0
Kidney-RCC::SP109544	5015	0	0	0	0	0	0	0	0
Kidney-RCC::SP97104	7905	0	0	0	0	0	0	0	0
Kidney-RCC::SP106577	6970	0	0	0	0	0	0	0	0
Kidney-RCC::SP109457	3637	0	0	0	0	0	0	0	0
Kidney-RCC::SP109478	1854	0	0	0	0	0	0	0	0
Kidney-RCC::SP43688	3570	0	0	0	0	0	0	0	0
Kidney-RCC::SP97243	5376	0	0	0	0	0	0	0	0
Kidney-RCC::SP97269	6872	0	0	0	0	0	0	0	0
Kidney-RCC::SP113926	2689	0	0	0	0	0	0	0	0
Kidney-RCC::SP106560	3713	0	0	0	0	0	0	0	0
Kidney-RCC::SP43792	5383	0	0	0	0	0	0	0	0
Kidney-RCC::SP106602	4418	0	0	0	0	0	0	0	0
Kidney-RCC::SP97145	2330	0	0	0	0	0	0	0	0
Kidney-RCC::SP43664	7399	0	0	0	0	0	0	0	0
Kidney-RCC::SP43532	4781	0	0	0	0	0	0	0	0
Kidney-RCC::SP102816	5072	0	0	0	0	0	0	0	0
Kidney-RCC::SP102795	9259	0	0	0	0	0	0	0	0
Kidney-RCC::SP103197	7291	0	0	0	0	0	0	0	0
Kidney-RCC::SP102827	7527	0	0	0	0	0	0	0	0
Kidney-RCC::SP103233	6207	0	0	0	0	0	0	0	0
Kidney-RCC::SP103507	19269	0	0	0	0	0	0	0	0
Kidney-RCC::SP103100	4243	0	0	0	0	0	0	0	0
Kidney-RCC::SP103416	5217	0	0	0	0	0	0	0	0
Kidney-RCC::SP103005	4970	0	0	0	0	0	0	0	0
Kidney-RCC::SP102759	7556	0	0	0	0	0	0	0	0
Kidney-RCC::SP102741	6036	0	0	0	0	0	0	0	0
Kidney-RCC::SP102945	4369	0	0	0	0	0	0	0	0
Kidney-RCC::SP103826	3873	0	0	0	0	0	0	0	0
Kidney-RCC::SP103706	5931	0	0	0	0	0	0	0	0
Kidney-RCC::SP102897	27529	0	0	0	0	0	0	0	0
Kidney-RCC::SP102881	5375	0	0	0	0	0	0	0	0
Kidney-RCC::SP103715	4835	0	0	0	0	0	0	0	0
Kidney-RCC::SP102929	4803	0	0	0	0	0	0	0	0
Kidney-RCC::SP103619	2514	0	0	0	0	0	0	0	0
Kidney-RCC::SP103844	4289	0	0	0	0	0	0	0	0
Kidney-RCC::SP103128	5760	0	0	0	0	0	0	0	0
Kidney-RCC::SP103300	6628	0	0	0	0	0	0	0	0
Kidney-RCC::SP103057	12227	0	0	0	0	0	0	0	0
Kidney-RCC::SP103340	4177	0	0	0	0	0	0	0	0
Kidney-RCC::SP102913	8046	0	0	0	0	0	0	0	0
Kidney-RCC::SP102783	9337	0	0	0	0	0	0	0	0
Kidney-RCC::SP103080	10743	0	0	0	0	0	0	0	0
Kidney-RCC::SP103436	4386	0	0	0	0	0	0	0	0
Kidney-RCC::SP102804	7206	0	0	0	0	0	0	0	0
Kidney-RCC::SP102957	35984	0	0	0	0	0	0	0	0
Kidney-RCC::SP102873	5085	0	0	0	0	0	0	0	0
Kidney-RCC::SP103213	3425	0	0	0	0	0	0	0	0
Kidney-RCC::SP103467	2255	0	0	0	0	0	0	0	0
Kidney-RCC::SP103261	8902	0	0	0	0	0	0	0	0
Kidney-RCC::SP103156	6113	0	0	0	0	0	0	0	0
Kidney-RCC::SP103288	3178	0	0	0	0	0	0	0	0
Kidney-RCC::SP103444	4371	0	0	0	0	0	0	0	0
Kidney-RCC::SP103685	4759	0	0	0	0	0	0	0	0
Kidney-RCC::SP103140	6817	0	0	0	0	0	0	0	0
Kidney-RCC::SP103673	8022	0	0	0	0	0	0	0	0
Kidney-RCC::SP102839	4520	0	0	0	0	0	0	0	0
Kidney-RCC::SP103245	7656	0	0	0	0	0	0	0	0
Kidney-RCC::SP103037	2396	0	0	0	0	0	0	0	0
Kidney-RCC::SP103408	5955	0	0	0	0	0	0	0	0
Kidney-RCC::SP103021	5819	0	0	0	0	0	0	0	0
Kidney-RCC::SP103679	5616	0	0	0	0	0	0	0	0
Kidney-RCC::SP103065	7184	0	0	0	0	0	0	0	0
Kidney-RCC::SP102965	4883	0	0	0	0	0	0	0	0
Kidney-RCC::SP103221	7313	0	0	0	0	0	0	0	0
Kidney-RCC::SP103547	6594	0	0	0	0	0	0	0	0
Kidney-RCC::SP102973	19048	0	0	0	0	0	0	0	0
Kidney-RCC::SP103515	7300	0	0	0	0	0	0	0	0
Kidney-RCC::SP102747	1085	0	0	0	0	0	0	0	0
Kidney-RCC::SP103730	5927	0	0	0	0	0	0	0	0
Kidney-RCC::SP103535	28099	0	0	0	0	0	0	0	0
Kidney-RCC::SP102718	7211	0	0	0	0	0	0	0	0
Kidney-RCC::SP103483	3047	0	0	0	0	0	0	0	0
Kidney-RCC::SP103428	6586	0	0	0	0	0	0	0	0
Kidney-RCC::SP102755	10608	0	0	0	0	0	0	0	0
Kidney-RCC::SP103694	9599	0	0	0	0	0	0	0	0
Kidney-RCC::SP103595	4663	0	0	0	0	0	0	0	0
Kidney-RCC::SP103396	3575	0	0	0	0	0	0	0	0
Kidney-RCC::SP102716	3411	0	0	0	0	0	0	0	0
Kidney-RCC::SP102733	4399	0	0	0	0	0	0	0	0
Kidney-RCC::SP102989	7069	0	0	0	0	0	0	0	0
Kidney-RCC::SP103603	7042	0	0	0	0	0	0	0	0
Kidney-RCC::SP102921	3819	0	0	0	0	0	0	0	0
Kidney-RCC::SP103742	6273	0	0	0	0	0	0	0	0
Kidney-RCC::SP103555	2042	0	0	0	0	0	0	0	0
Kidney-RCC::SP103523	3599	0	0	0	0	0	0	0	0
Kidney-RCC::SP103575	8826	0	0	0	0	0	0	0	0
Kidney-RCC::SP103045	5264	0	0	0	0	0	0	0	0
Kidney-RCC::SP103455	8647	0	0	0	0	0	0	0	0
Kidney-RCC::SP103856	3225	0	0	0	0	0	0	0	0
Liver-HCC::SP97749	8082	0	0	0	0	0	0	0	0
Liver-HCC::SP49235	8017	0	0	0	0	0	0	0	0
Liver-HCC::SP50177	10359	0	0	0	0	0	0	0	0
Liver-HCC::SP97775	36047	0	0	0	0	0	0	0	0
Liver-HCC::SP97685	9874	0	0	0	0	0	0	0	0
Liver-HCC::SP97747	9516	0	0	0	0	0	0	0	0
Liver-HCC::SP97771	25473	0	0	0	0	0	0	0	0
Liver-HCC::SP97681	11988	0	0	0	0	0	0	0	0
Liver-HCC::SP98082	8863	0	0	0	0	0	0	0	0
Liver-HCC::SP49334	7762	0	0	0	0	0	0	0	0
Liver-HCC::SP49124	16674	0	0	0	0	0	0	0	0
Liver-HCC::SP115501	9522	0	0	0	0	0	0	0	0
Liver-HCC::SP98305	15440	0	0	0	0	0	0	0	0
Liver-HCC::SP49247	15145	0	0	0	0	0	0	0	0
Liver-HCC::SP49328	10826	0	0	0	0	0	0	0	0
Liver-HCC::SP98092	7034	0	0	0	0	0	0	0	0
Liver-HCC::SP120755	2747	0	0	0	0	0	0	0	0
Liver-HCC::SP49417	10679	0	0	0	0	0	0	0	0
Liver-HCC::SP49175	6568	0	0	0	0	0	0	0	0
Liver-HCC::SP49223	3694	0	0	0	0	0	0	0	0
Liver-HCC::SP49187	10880	0	0	0	0	0	0	0	0
Liver-HCC::SP49157	13295	0	0	0	0	0	0	0	0
Liver-HCC::SP49379	15647	0	0	0	0	0	0	0	0
Liver-HCC::SP49541	12240	0	0	0	0	0	0	0	0
Liver-HCC::SP98164	16532	0	0	0	0	0	0	0	0
Liver-HCC::SP49481	3340	0	0	0	0	0	0	0	0
Liver-HCC::SP98078	15414	0	0	0	0	0	0	0	0
Liver-HCC::SP106677	7964	0	0	0	0	0	0	0	0
Liver-HCC::SP106743	3504	0	0	0	0	0	0	0	0
Liver-HCC::SP98359	8760	0	0	0	0	0	0	0	0
Liver-HCC::SP98192	3847	0	0	0	0	0	0	0	0
Liver-HCC::SP98053	12805	0	0	0	0	0	0	0	0
Liver-HCC::SP106631	18974	0	0	0	0	0	0	0	0
Liver-HCC::SP49551	11548	0	0	0	0	0	0	0	0
Liver-HCC::SP49651	7718	0	0	0	0	0	0	0	0
Liver-HCC::SP98265	18401	0	0	0	0	0	0	0	0
Liver-HCC::SP98297	14491	0	0	0	0	0	0	0	0
Liver-HCC::SP98060	2284	0	0	0	0	0	0	0	0
Liver-HCC::SP98289	29881	0	0	0	0	0	0	0	0
Liver-HCC::SP115498	19411	0	0	0	0	0	0	0	0
Liver-HCC::SP98096	13554	0	0	0	0	0	0	0	0
Liver-HCC::SP49114	23526	0	0	0	0	0	0	0	0
Liver-HCC::SP98090	63686	0	0	0	0	0	0	0	0
Liver-HCC::SP49286	10268	0	0	0	0	0	0	0	0
Liver-HCC::SP49469	7288	0	0	0	0	0	0	0	0
Liver-HCC::SP49205	4899	0	0	0	0	0	0	0	0
Liver-HCC::SP98327	10780	0	0	0	0	0	0	0	0
Liver-HCC::SP49449	3713	0	0	0	0	0	0	0	0
Liver-HCC::SP49391	5625	0	0	0	0	0	0	0	0
Liver-HCC::SP49531	17280	0	0	0	0	0	0	0	0
Liver-HCC::SP49322	7848	0	0	0	0	0	0	0	0
Liver-HCC::SP49433	6236	0	0	0	0	0	0	0	0
Liver-HCC::SP109384	5432	0	0	0	0	0	0	0	0
Liver-HCC::SP98065	10456	0	0	0	0	0	0	0	0
Liver-HCC::SP49591	7637	0	0	0	0	0	0	0	0
Liver-HCC::SP49385	8894	0	0	0	0	0	0	0	0
Liver-HCC::SP98313	7342	0	0	0	0	0	0	0	0
Liver-HCC::SP49119	8444	0	0	0	0	0	0	0	0
Liver-HCC::SP109301	13751	0	0	0	0	0	0	0	0
Liver-HCC::SP115830	7986	0	0	0	0	0	0	0	0
Liver-HCC::SP49229	5869	0	0	0	0	0	0	0	0
Liver-HCC::SP98853	14756	0	0	0	0	0	0	0	0
Liver-HCC::SP98855	7571	0	0	0	0	0	0	0	0
Liver-HCC::SP98859	5724	0	0	0	0	0	0	0	0
Liver-HCC::SP98865	3496	0	0	0	0	0	0	0	0
Liver-HCC::SP98879	13463	0	0	0	0	0	0	0	0
Liver-HCC::SP98871	6321	0	0	0	0	0	0	0	0
Liver-HCC::SP98867	11339	0	0	0	0	0	0	0	0
Liver-HCC::SP98861	16637	0	0	0	0	0	0	0	0
Liver-HCC::SP98877	10724	0	0	0	0	0	0	0	0
Liver-HCC::SP98889	12659	0	0	0	0	0	0	0	0
Liver-HCC::SP98887	16052	0	0	0	0	0	0	0	0
Liver-HCC::SP98875	11222	0	0	0	0	0	0	0	0
Liver-HCC::SP98851	3174	0	0	0	0	0	0	0	0
Liver-HCC::SP98833	5683	0	0	0	0	0	0	0	0
Liver-HCC::SP98873	13424	0	0	0	0	0	0	0	0
Liver-HCC::SP98883	10211	0	0	0	0	0	0	0	0
Liver-HCC::SP98849	5207	0	0	0	0	0	0	0	0
Liver-HCC::SP98869	4900	0	0	0	0	0	0	0	0
Liver-HCC::SP98893	11922	0	0	0	0	0	0	0	0
Liver-HCC::SP98847	7095	0	0	0	0	0	0	0	0
Liver-HCC::SP98881	10451	0	0	0	0	0	0	0	0
Liver-HCC::SP98841	7944	0	0	0	0	0	0	0	0
Liver-HCC::SP98845	18819	0	0	0	0	0	0	0	0
Liver-HCC::SP98839	8377	0	0	0	0	0	0	0	0
Liver-HCC::SP98843	9785	0	0	0	0	0	0	0	0
Liver-HCC::SP98863	4035	0	0	0	0	0	0	0	0
Liver-HCC::SP98891	17932	0	0	0	0	0	0	0	0
Liver-HCC::SP98885	15937	0	0	0	0	0	0	0	0
Liver-HCC::SP107047	16098	0	0	0	0	0	0	0	0
Liver-HCC::SP107050	9664	0	0	0	0	0	0	0	0
Liver-HCC::SP99261	13144	0	0	0	0	0	0	0	0
Liver-HCC::SP107052	8247	0	0	0	0	0	0	0	0
Liver-HCC::SP99269	10540	0	0	0	0	0	0	0	0
Liver-HCC::SP99271	9430	0	0	0	0	0	0	0	0
Liver-HCC::SP107056	20633	0	0	0	0	0	0	0	0
Liver-HCC::SP107060	10931	0	0	0	0	0	0	0	0
Liver-HCC::SP99279	13608	0	0	0	0	0	0	0	0
Liver-HCC::SP107063	5822	0	0	0	0	0	0	0	0
Liver-HCC::SP107068	8597	0	0	0	0	0	0	0	0
Liver-HCC::SP107071	18703	0	0	0	0	0	0	0	0
Liver-HCC::SP107073	3401	0	0	0	0	0	0	0	0
Liver-HCC::SP98896	22909	0	0	0	0	0	0	0	0
Liver-HCC::SP99003	12165	0	0	0	0	0	0	0	0
Liver-HCC::SP107076	31855	0	0	0	0	0	0	0	0
Liver-HCC::SP107078	5331	0	0	0	0	0	0	0	0
Liver-HCC::SP107080	15047	0	0	0	0	0	0	0	0
Liver-HCC::SP98898	14593	0	0	0	0	0	0	0	0
Liver-HCC::SP107084	13404	0	0	0	0	0	0	0	0
Liver-HCC::SP107088	4934	0	0	0	0	0	0	0	0
Liver-HCC::SP107091	9263	0	0	0	0	0	0	0	0
Liver-HCC::SP107094	7382	0	0	0	0	0	0	0	0
Liver-HCC::SP112224	10764	0	0	0	0	0	0	0	0
Liver-HCC::SP107097	9283	0	0	0	0	0	0	0	0
Liver-HCC::SP107101	22272	0	0	0	0	0	0	0	0
Liver-HCC::SP98900	9708	0	0	0	0	0	0	0	0
Liver-HCC::SP107104	11691	0	0	0	0	0	0	0	0
Liver-HCC::SP107109	4783	0	0	0	0	0	0	0	0
Liver-HCC::SP107111	13710	0	0	0	0	0	0	0	0
Liver-HCC::SP107115	695	0	0	0	0	0	0	0	0
Liver-HCC::SP98902	16772	0	0	0	0	0	0	0	0
Liver-HCC::SP107119	13763	0	0	0	0	0	0	0	0
Liver-HCC::SP98904	8407	0	0	0	0	0	0	0	0
Liver-HCC::SP98909	20128	0	0	0	0	0	0	0	0
Liver-HCC::SP107121	21104	0	0	0	0	0	0	0	0
Liver-HCC::SP107123	10940	0	0	0	0	0	0	0	0
Liver-HCC::SP98907	21773	0	0	0	0	0	0	0	0
Liver-HCC::SP107132	7595	0	0	0	0	0	0	0	0
Liver-HCC::SP107136	13784	0	0	0	0	0	0	0	0
Liver-HCC::SP107141	4709	0	0	0	0	0	0	0	0
Liver-HCC::SP98913	12349	0	0	0	0	0	0	0	0
Liver-HCC::SP107146	12548	0	0	0	0	0	0	0	0
Liver-HCC::SP107150	8835	0	0	0	0	0	0	0	0
Liver-HCC::SP98915	8165	0	0	0	0	0	0	0	0
Liver-HCC::SP107152	13341	0	0	0	0	0	0	0	0
Liver-HCC::SP107155	8939	0	0	0	0	0	0	0	0
Liver-HCC::SP112125	14624	0	0	0	0	0	0	0	0
Liver-HCC::SP98921	9844	0	0	0	0	0	0	0	0
Liver-HCC::SP112130	9130	0	0	0	0	0	0	0	0
Liver-HCC::SP112133	15182	0	0	0	0	0	0	0	0
Liver-HCC::SP98925	5818	0	0	0	0	0	0	0	0
Liver-HCC::SP112138	6479	0	0	0	0	0	0	0	0
Liver-HCC::SP112141	20906	0	0	0	0	0	0	0	0
Liver-HCC::SP98927	15494	0	0	0	0	0	0	0	0
Liver-HCC::SP112147	10511	0	0	0	0	0	0	0	0
Liver-HCC::SP112152	7639	0	0	0	0	0	0	0	0
Liver-HCC::SP112156	9296	0	0	0	0	0	0	0	0
Liver-HCC::SP98933	11607	0	0	0	0	0	0	0	0
Liver-HCC::SP112160	10795	0	0	0	0	0	0	0	0
Liver-HCC::SP98937	6699	0	0	0	0	0	0	0	0
Liver-HCC::SP112165	7874	0	0	0	0	0	0	0	0
Liver-HCC::SP112168	18488	0	0	0	0	0	0	0	0
Liver-HCC::SP98941	19341	0	0	0	0	0	0	0	0
Liver-HCC::SP112170	17708	0	0	0	0	0	0	0	0
Liver-HCC::SP112174	5637	0	0	0	0	0	0	0	0
Liver-HCC::SP98945	5361	0	0	0	0	0	0	0	0
Liver-HCC::SP112178	16939	0	0	0	0	0	0	0	0
Liver-HCC::SP112180	11846	0	0	0	0	0	0	0	0
Liver-HCC::SP98949	18144	0	0	0	0	0	0	0	0
Liver-HCC::SP112182	10067	0	0	0	0	0	0	0	0
Liver-HCC::SP98953	13781	0	0	0	0	0	0	0	0
Liver-HCC::SP112186	11775	0	0	0	0	0	0	0	0
Liver-HCC::SP98955	21376	0	0	0	0	0	0	0	0
Liver-HCC::SP112188	20613	0	0	0	0	0	0	0	0
Liver-HCC::SP112190	22415	0	0	0	0	0	0	0	0
Liver-HCC::SP112192	17238	0	0	0	0	0	0	0	0
Liver-HCC::SP112194	14648	0	0	0	0	0	0	0	0
Liver-HCC::SP98959	6318	0	0	0	0	0	0	0	0
Liver-HCC::SP112196	12193	0	0	0	0	0	0	0	0
Liver-HCC::SP112198	10575	0	0	0	0	0	0	0	0
Liver-HCC::SP112201	6912	0	0	0	0	0	0	0	0
Liver-HCC::SP98965	11888	0	0	0	0	0	0	0	0
Liver-HCC::SP112205	11996	0	0	0	0	0	0	0	0
Liver-HCC::SP112208	13155	0	0	0	0	0	0	0	0
Liver-HCC::SP98967	6143	0	0	0	0	0	0	0	0
Liver-HCC::SP112210	14682	0	0	0	0	0	0	0	0
Liver-HCC::SP112211	15974	0	0	0	0	0	0	0	0
Liver-HCC::SP98973	28225	0	0	0	0	0	0	0	0
Liver-HCC::SP112213	16313	0	0	0	0	0	0	0	0
Liver-HCC::SP50097	22000	0	0	0	0	0	0	0	0
Liver-HCC::SP112215	14912	0	0	0	0	0	0	0	0
Liver-HCC::SP112217	17812	0	0	0	0	0	0	0	0
Liver-HCC::SP98975	10599	0	0	0	0	0	0	0	0
Liver-HCC::SP112219	18584	0	0	0	0	0	0	0	0
Liver-HCC::SP112221	8408	0	0	0	0	0	0	0	0
Liver-HCC::SP112228	11743	0	0	0	0	0	0	0	0
Liver-HCC::SP50099	15710	0	0	0	0	0	0	0	0
Liver-HCC::SP98981	7554	0	0	0	0	0	0	0	0
Liver-HCC::SP112234	19272	0	0	0	0	0	0	0	0
Liver-HCC::SP98985	12158	0	0	0	0	0	0	0	0
