Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Lung-SCC::SP57941	75502	0.911	18010335991.155	23854117.76%	2216649489.852	19553938.628%	0.11311	0.846
Lung-SCC::SP57818	50099	0.906	11950674456.582	23854117.76%	1470847132.587	18639075.033%	0.14578	0.866
Lung-SCC::SP56460	30279	0.889	6016410945.764	19869912.962%	739827070.997	15900739.646%	0.09264	0.809
Lung-SCC::SP56474	18243	0.783	2399857719.322	13154951.046%	292882573.136	9505860.745%	0.19964	0.635
Lung-SCC::SP56704	53748	0.964	12821111213.645	23854117.76%	1577978257.464	22205274.764%	0.05056	0.911
Lung-SCC::SP56533	21610	0.986	3469586842.256	16055468.96%	426215675.517	15705792.271%	0.01829	0.958
Lung-SCC::SP56730	35592	0.981	8490157593.139	23854117.76%	1044939443.272	22882748.326%	0.02496	0.948
Lung-SCC::SP59245	55120	0.909	10952296024.654	19869912.962%	1346783820.859	16203703.541%	0.08711	0.845
Lung-SCC::SP57024	23478	0.989	5600469767.693	23854117.76%	689286536.236	22681024.971%	0.02021	0.976
Lung-SCC::SP57933	57547	0.958	13727329147.347	23854117.76%	1689512182.139	21301510.519%	0.05371	0.915
Lung-SCC::SP56754	30083	0.962	5977465916.358	19869912.962%	735038156.427	17582633.897%	0.04697	0.932
Lung-SCC::SP56827	45419	0.959	10834301745.414	23854117.76%	1333448302.402	21066362.344%	0.05779	0.924
Lung-SCC::SP57084	42669	0.987	10178313507.014	23854117.76%	1252711762.608	22550838.096%	0.02018	0.971
Lung-SCC::SP57538	39949	0.979	6413999294.83	16055468.96%	787917160.638	15563224.124%	0.02458	0.938
Lung-SCC::SP57735	43646	0.98	10411368237.53	23854117.76%	1281395247.392	22036423.113%	0.03027	0.959
Lung-SCC::SP57669	50722	0.967	12099285610.227	23854117.76%	1489138503.291	22480402.339%	0.03813	0.915
Lung-SCC::SP56566	23230	0.689	4615780781.073	19869912.962%	567593789.71	11117788.328%	0.38043	0.615
Lung-SCC::SP56569	34815	0.981	8304811098.144	23854117.76%	1022127532.644	22365832.65%	0.02747	0.956
Lung-SCC::SP58342	74224	0.945	14748244196.915	19869912.962%	1813565277.052	17988755.2%	0.07792	0.872
Lung-SCC::SP58349	46806	0.977	11165158358.746	23854117.76%	1374169630.217	23930367.409%	0.0294	0.927
Lung-SCC::SP56644	48595	0.985	11591908525.472	23854117.76%	1426692119.068	22317069.291%	0.02651	0.967
Lung-SCC::SP57629	30786	0.967	7343728693.594	23854117.76%	903840911.505	22552819.139%	0.03655	0.912
Lung-SCC::SP56941	5370	0.602	706420871.17	13154951.046%	86212658.753	6378675.804%	0.60217	0.524
Lung-SCC::SP57619	53782	0.947	12829221613.683	23854117.76%	1578976182.061	20969975.418%	0.06709	0.895
Lung-SCC::SP58245	59177	0.977	14116151266.835	23854117.76%	1737367346.649	22557611.633%	0.03516	0.943
Lung-SCC::SP57251	52103	0.972	10352820750.591	19869912.962%	1273067788.353	18203367.036%	0.03299	0.94
Lung-SCC::SP56502	45460	0.971	10844081933.696	23854117.76%	1334652021.411	21352197.892%	0.0396	0.949
Lung-SCC::SP58668	65970	0.984	15736561486.272	23854117.76%	1936801839.298	22645985.972%	0.02942	0.961
Lung-SCC::SP58101	39530	0.979	6346726879.888	16055468.96%	779653265.645	15803651.821%	0.02595	0.935
Lung-SCC::SP58991	28358	0.986	6764550714.381	23854117.76%	832557672.56	22995175.843%	0.01999	0.963
Lung-SCC::SP56607	21236	0.988	5065660447.514	23854117.76%	623464090.385	23032156.232%	0.0213	0.969
Lung-SCC::SP58326	71525	0.956	17061657727.84	23854117.76%	2099889984.504	21673160.158%	0.05874	0.902
Lung-SCC::SP57267	51391	0.973	12258869658.042	23854117.76%	1508779410.939	22117214.76%	0.03656	0.94
Lung-SCC::SP57066	57913	0.966	13814635218.349	23854117.76%	1700257541.478	21581618.306%	0.05193	0.931
Lung-SCC::SP57901	28791	0.987	6867839044.282	23854117.76%	845270076.97	23208901.622%	0.01902	0.962
Lung-SCC::SP57651	18284	0.977	2405251249.251	13154951.046%	293540947.798	12593448.863%	0.02108	0.936
Lung-SCC::SP57450	25111	0.723	3303339757.161	13154951.046%	403144727.551	8106932.823%	0.29684	0.621
Lung-SCC::SP57846	53964	0.83	10722599830.814	19869912.962%	1318538205.738	14229716.89%	0.17203	0.75
Lung-SCC::SP58612	28212	0.962	6729723702.451	23854117.76%	828271414.419	23298968.46%	0.04853	0.887
Lung-SCC::SP56821	31217	0.967	7446539941.139	23854117.76%	916494566.445	22557218.44%	0.0435	0.913
Lung-SCC::SP58882	23970	0.96	3153241765.726	13154951.046%	384827052.381	12675863.055%	0.03724	0.881
Lung-SCC::SP57189	113846	0.954	27156958905.05	23854117.76%	3342384173.424	20705775.361%	0.07375	0.921
Lymph-BNHL::SP127630	11525	0.901	555600047.366	4820824.706%	65300773.794	4377070.596%	0.11248	0.71
Lymph-BNHL::SP127634	34270	0.653	227185068.609	662926.958%	27252793.149	448589.331%	0.31489	0.38
Lymph-BNHL::SP127636	17673	0.796	117159081.34	662926.958%	14054368.655	585143.81%	0.23471	0.452
Lymph-BNHL::SP127628	6977	0.899	336348939.738	4820824.706%	39531779.956	4494811.029%	0.12283	0.674
Lymph-BNHL::SP127640	17374	0.918	837570084.42	4820824.706%	98441356.727	4658863.544%	0.09867	0.703
Lymph-BNHL::SP127638	9775	0.904	471235615.012	4820824.706%	55385242.537	4346074.551%	0.10011	0.728
Lymph-BNHL::SP127632	20536	0.929	990004561.624	4820824.706%	116357146.802	4419971.075%	0.0774	0.791
Lymph-BNHL::SP59388	4013	0.876	193459695.452	4820824.706%	22737710.263	4339518.465%	0.15631	0.637
Lymph-BNHL::SP116649	23055	0.659	152837810.236	662926.958%	18334489.448	507329.83%	0.42017	0.264
Lymph-BNHL::SP59416	5654	0.915	272569428.877	4820824.706%	32035637.086	4531411.488%	0.09305	0.721
Lymph-BNHL::SP124977	9738	0.892	469451909.87	4820824.706%	55175646.718	4469060.112%	0.14302	0.657
Lymph-BNHL::SP59356	7453	0.934	359296065.338	4820824.706%	42228799.933	4656538.825%	0.07615	0.763
Lymph-BNHL::SP116612	10119	0.908	487819252.0	4820824.706%	57334365.013	4417793.497%	0.09701	0.721
Lymph-BNHL::SP116659	12857	0.895	619813432.45	4820824.706%	72847986.172	4611336.795%	0.13656	0.628
Lymph-BNHL::SP116668	66901	0.483	443504764.372	662926.958%	53202221.879	333195.475%	0.70869	0.251
Lymph-BNHL::SP116630	11505	0.835	1027788653.724	8933408.55%	121763468.793	7264845.415%	0.14965	0.638
Lymph-BNHL::SP59412	13890	0.85	92080554.508	662926.958%	11045903.204	604033.764%	0.15785	0.575
Lymph-BNHL::SP116686	11018	0.842	531158466.107	4820824.706%	62428213.674	4465060.0%	0.18506	0.489
Lymph-BNHL::SP116694	11834	0.907	570496395.708	4820824.706%	67051671.671	4753004.57%	0.11393	0.639
Lymph-BNHL::SP116712	1607	0.884	77470653.025	4820824.706%	9105278.756	4284232.272%	0.12782	0.679
Lymph-BNHL::SP116726	14232	0.923	686099772.158	4820824.706%	80638682.301	4529656.926%	0.07959	0.747
Lymph-BNHL::SP116723	4122	0.922	198714394.381	4820824.706%	23355307.943	4589665.074%	0.08684	0.731
Lymph-BNHL::SP59276	2470	0.855	119074370.238	4820824.706%	13995045.304	4135878.504%	0.15903	0.629
Lymph-BNHL::SP116703	6825	0.919	329021286.184	4820824.706%	38670544.336	4587156.361%	0.10613	0.723
Lymph-BNHL::SP59312	16330	0.873	787240674.49	4820824.706%	92526074.515	4524647.943%	0.14791	0.576
Lymph-BNHL::SP116701	10000	0.934	482082470.6	4820824.706%	56660111.363	4550486.024%	0.06784	0.781
Lymph-BNHL::SP59296	2302	0.908	110975384.732	4820824.706%	13043161.269	4486824.59%	0.12027	0.706
Lymph-BNHL::SP59280	5300	0.857	35135128.79	662926.958%	4214774.711	603651.334%	0.14357	0.595
Lymph-BNHL::SP59344	3149	0.707	20875569.917	662926.958%	2504203.595	485906.99%	0.29291	0.429
Lymph-BNHL::SP59460	9112	0.893	439273547.211	4820824.706%	51628735.989	4535013.704%	0.13085	0.642
Lymph-BNHL::SP59404	2282	0.888	15127993.188	662926.958%	1814730.578	606008.738%	0.1212	0.684
Lymph-BNHL::SP116709	5258	0.919	253478963.041	4820824.706%	29791896.194	4550996.664%	0.08438	0.729
Lymph-BNHL::SP59448	28523	0.927	1375043830.892	4820824.706%	161611579.716	4443416.535%	0.09555	0.78
Lymph-BNHL::SP116614	10504	0.904	506379427.118	4820824.706%	59515815.121	4533238.829%	0.1152	0.681
Lymph-BNHL::SP59464	4522	0.923	217997693.205	4820824.706%	25621713.86	4598533.338%	0.08688	0.733
Lymph-BNHL::SP59364	9197	0.954	443371248.211	4820824.706%	52110324.46	4738968.989%	0.04668	0.824
Lymph-BNHL::SP116663	17039	0.879	112956124.425	662926.958%	13550065.046	607472.765%	0.12543	0.656
Lymph-BNHL::SP59444	6661	0.861	321115133.667	4820824.706%	37741317.397	4290684.162%	0.1498	0.602
Lymph-BNHL::SP116690	25558	0.812	169430872.002	662926.958%	20324722.501	565173.298%	0.18703	0.538
Lymph-BNHL::SP59270	1959	0.88	94439955.991	4820824.706%	11099710.15	4185233.738%	0.1415	0.692
Lymph-BNHL::SP59352	10012	0.908	482660969.565	4820824.706%	56728178.128	4730660.8%	0.11386	0.649
Lymph-BNHL::SP116652	1742	0.89	83978766.379	4820824.706%	9870190.563	4322218.414%	0.13097	0.689
Lymph-BNHL::SP116715	33100	0.883	219428823.197	662926.958%	26322368.861	607005.815%	0.12778	0.667
Lymph-BNHL::SP116718	8794	0.843	423943324.646	4820824.706%	49826991.481	4504880.421%	0.17512	0.478
Lymph-BNHL::SP116720	7425	0.857	357946234.42	4820824.706%	42070195.388	4504925.891%	0.1678	0.526
Lymph-BNHL::SP59284	3940	0.912	189940493.416	4820824.706%	22324081.752	4425671.797%	0.11294	0.735
Lymph-BNHL::SP116618	11134	0.922	994645708.002	8933408.55%	117837015.371	8235881.388%	0.08343	0.77
Lymph-BNHL::SP59436	3014	0.919	145299656.639	4820824.706%	17077364.257	4568165.463%	0.10191	0.727
Lymph-BNHL::SP116645	12822	0.95	618126143.803	4820824.706%	72649606.012	4667490.512%	0.05398	0.821
Lymph-BNHL::SP59320	7024	0.889	338614727.349	4820824.706%	39798092.588	4500963.977%	0.14046	0.638
Lymph-BNHL::SP116672	3556	0.92	171428526.545	4820824.706%	20148333.905	4467688.473%	0.08619	0.753
Lymph-BNHL::SP116635	7684	0.927	370432170.409	4820824.706%	43537651.394	4633668.714%	0.0845	0.742
Lymph-BNHL::SP59328	3668	0.926	176827850.216	4820824.706%	20782936.179	4593881.721%	0.08953	0.746
Lymph-BNHL::SP116627	3314	0.855	159762130.757	4820824.706%	18777150.02	4055000.891%	0.15902	0.653
Lymph-BNHL::SP116725	2082	0.854	13802139.272	662926.958%	1655683.88	584605.857%	0.16633	0.62
Lymph-BNHL::SP59292	4175	0.92	201269431.476	4820824.706%	23655601.753	4531882.478%	0.09323	0.736
Lymph-BNHL::SP116683	9648	0.91	465113167.635	4820824.706%	54665736.595	4688644.685%	0.11114	0.663
Lymph-BNHL::SP59372	5568	0.916	268423519.63	4820824.706%	31548347.505	4448214.447%	0.09278	0.743
Lymph-BNHL::SP116610	17408	0.951	839209164.82	4820824.706%	98633959.67	4725139.639%	0.0542	0.815
Lymph-BNHL::SP116638	4237	0.925	204258342.793	4820824.706%	24006898.798	4596939.724%	0.08013	0.74
Lymph-BNHL::SP59336	2432	0.917	117242456.85	4820824.706%	13779737.272	4441519.202%	0.0994	0.747
Lymph-BNHL::SP124971	16708	0.891	805463391.878	4820824.706%	94667791.934	4522713.389%	0.13214	0.637
Lymph-BNHL::SP116665	2496	0.905	120327784.662	4820824.706%	14142357.037	4308251.684%	0.09837	0.737
Lymph-BNHL::SP116674	6066	0.897	292431226.666	4820824.706%	34370030.63	4416246.268%	0.10225	0.686
Lymph-BNHL::SP116657	22238	0.895	147421696.987	662926.958%	17684529.735	623768.606%	0.10167	0.68
Lymph-BNHL::SP116670	17627	0.896	849766770.927	4820824.706%	99874725.369	4257679.127%	0.12066	0.723
Lymph-BNHL::SP116642	16744	0.813	111000489.898	662926.958%	13315518.153	576125.94%	0.16621	0.519
Lymph-BNHL::SP116606	19934	0.825	132147859.868	662926.958%	15852297.919	574537.022%	0.19637	0.557
Lymph-BNHL::SP116604	7210	0.874	347581461.303	4820824.706%	40851990.571	4529351.714%	0.13003	0.576
Lymph-BNHL::SP59376	1950	0.871	94006081.767	4820824.706%	11048713.952	4103502.549%	0.15211	0.685
Lymph-BNHL::SP59272	2553	0.894	123075654.744	4820824.706%	14465324.32	4326148.735%	0.11466	0.699
Lymph-BNHL::SP124969	22978	0.839	152327356.478	662926.958%	18273097.984	605821.135%	0.17762	0.538
Lymph-BNHL::SP116608	7243	0.731	349172333.456	4820824.706%	41039003.332	3961553.983%	0.3263	0.321
Lymph-BNHL::SP59396	2069	0.863	99742863.167	4820824.706%	11722971.025	4102880.362%	0.15075	0.662
Lymph-BNHL::SP116688	3681	0.887	177454557.428	4820824.706%	20856587.345	4328760.734%	0.13936	0.677
Lymph-BNHL::SP59392	1809	0.854	87208718.932	4820824.706%	10249814.089	4160922.469%	0.15998	0.619
Lymph-BNHL::SP59456	7645	0.904	368552048.774	4820824.706%	43316643.81	4352525.979%	0.09985	0.726
Lymph-BNHL::SP59348	9148	0.911	441009044.105	4820824.706%	51832732.481	4719854.925%	0.11584	0.663
Lymph-BNHL::SP59300	13724	0.935	1805385481.553	13154951.046%	220332365.344	12453479.984%	0.06796	0.816
Lymph-BNHL::SP59340	5271	0.914	254105670.253	4820824.706%	29865544.808	4456248.711%	0.08847	0.734
Lymph-BNHL::SP59380	3384	0.885	163136708.051	4820824.706%	19173797.703	4496804.792%	0.13745	0.625
Lymph-BNHL::SP59440	6829	0.884	329214119.173	4820824.706%	38693144.747	4076168.344%	0.13386	0.732
Lymph-BNHL::SP59428	3098	0.909	149349149.392	4820824.706%	17553304.584	4455727.543%	0.10277	0.716
Lymph-BNHL::SP59400	19774	0.858	1766492206.756	8933408.55%	209278646.16	7469627.434%	0.15798	0.675
Lymph-BNHL::SP116624	6110	0.897	294552389.537	4820824.706%	34619359.554	4573666.117%	0.12264	0.645
Lymph-BNHL::SP59432	4275	0.919	206090256.182	4820824.706%	24222200.928	4508963.56%	0.09147	0.738
Lymph-BNHL::SP59452	24195	0.768	160395177.561	662926.958%	19240833.929	539367.161%	0.23402	0.473
Lymph-BNHL::SP116679	3556	0.831	171428526.545	4820824.706%	20148364.374	4351323.067%	0.19345	0.487
Lymph-BNHL::SP116676	30194	0.906	1455599811.73	4820824.706%	171079631.866	4533640.337%	0.12134	0.687
Lymph-BNHL::SP59360	7864	0.824	52132576.001	662926.958%	6253738.16	559995.038%	0.18868	0.583
Lymph-BNHL::SP59384	4042	0.935	194857734.617	4820824.706%	22902016.312	4551295.233%	0.07802	0.786
Lymph-BNHL::SP59332	3725	0.901	179575720.298	4820824.706%	21105899.456	4475216.166%	0.11912	0.686
Lymph-BNHL::SP116616	7898	0.889	380748735.28	4820824.706%	44750195.213	4526849.898%	0.14431	0.63
Lymph-BNHL::SP124981	7247	0.902	349365166.444	4820824.706%	41061620.286	4600676.071%	0.11811	0.656
Lymph-BNHL::SP59368	25277	0.684	167568047.249	662926.958%	20101213.713	468503.136%	0.29091	0.41
Lymph-BNHL::SP116648	28529	0.908	2548612125.344	8933408.55%	301937457.463	7993865.325%	0.10196	0.754
Lymph-BNHL::SP59420	4053	0.913	195388025.334	4820824.706%	22964355.001	4564431.897%	0.11695	0.705
Lymph-BNHL::SP116706	11162	0.943	538100453.684	4820824.706%	63244046.497	4706004.736%	0.06559	0.787
Lymph-BNHL::SP116654	5556	0.915	267845020.665	4820824.706%	31480373.095	4567431.451%	0.09309	0.712
Lymph-BNHL::SP59308	3904	0.906	188204996.522	4820824.706%	22120116.271	4501410.507%	0.10723	0.694
Lymph-BNHL::SP59288	15263	0.663	101182541.645	662926.958%	12137828.115	487373.883%	0.49928	0.318
Lymph-BNHL::SP116622	3061	0.924	147565444.251	4820824.706%	17343665.227	4568728.281%	0.08897	0.743
Lymph-BNHL::SP59316	4152	0.879	200160641.793	4820824.706%	23525292.314	4412609.413%	0.12864	0.627
Lymph-BNHL::SP59324	4583	0.915	220938396.276	4820824.706%	25967328.148	4451233.118%	0.08423	0.737
Lymph-BNHL::SP116697	112529	0.835	745985076.905	662926.958%	89487269.869	572799.76%	0.19558	0.589
Lymph-BNHL::SP59304	44342	0.705	293955071.849	662926.958%	35262230.644	466393.401%	0.35177	0.465
Lymph-BNHL::SP116620	31697	0.788	1528056807.061	4820824.706%	179595850.073	4176171.249%	0.25654	0.413
Lymph-CLL::SP13289	1721	0.917	82966393.19	4820824.706%	9751200.097	4359953.762%	0.08348	0.766
Lymph-CLL::SP116742	1350	0.908	65081133.531	4820824.706%	7649111.074	4315131.701%	0.116	0.746
Lymph-CLL::SP115134	1055	0.846	50859700.648	4820824.706%	5977639.893	4063977.537%	0.16355	0.624
Lymph-CLL::SP96884	1853	0.896	89329881.802	4820824.706%	10499113.684	4270720.887%	0.12248	0.721
Lymph-CLL::SP13385	2495	0.914	120279576.415	4820824.706%	14136683.979	4254352.893%	0.09102	0.781
Lymph-CLL::SP13291	2713	0.917	130788974.274	4820824.706%	15371878.435	4333030.084%	0.0954	0.77
Lymph-CLL::SP13514	2392	0.897	115314126.968	4820824.706%	13553104.457	4462993.215%	0.13123	0.673
Lymph-CLL::SP115117	1269	0.867	61176265.519	4820824.706%	7190173.6	4390868.952%	0.1676	0.595
Lymph-CLL::SP115114	2987	0.914	143998033.968	4820824.706%	16924386.358	4602230.628%	0.10453	0.7
Lymph-CLL::SP13279	2183	0.907	195016308.655	8933408.55%	23103840.949	7997090.067%	0.10457	0.752
Lymph-CLL::SP13487	1654	0.932	79736440.637	4820824.706%	9371576.752	4410556.686%	0.08799	0.802
Lymph-CLL::SP13361	3635	0.932	175236978.063	4820824.706%	20595968.404	4744217.139%	0.0786	0.738
Lymph-CLL::SP13421	2815	0.895	135706215.474	4820824.706%	15949827.623	4447752.119%	0.11191	0.672
Lymph-CLL::SP116738	1738	0.86	83785933.39	4820824.706%	9847517.894	4004181.057%	0.14929	0.68
Lymph-CLL::SP13293	1907	0.885	91933127.143	4820824.706%	10805071.612	4097329.955%	0.12519	0.729
Lymph-CLL::SP13281	2062	0.946	99405405.438	4820824.706%	11683316.159	4635506.673%	0.0718	0.811
Lymph-CLL::SP13677	1503	0.866	72456995.331	4820824.706%	8516008.28	4069524.277%	0.15414	0.68
Lymph-CLL::SP13399	2311	0.911	111409258.956	4820824.706%	13094146.315	4354349.909%	0.09434	0.749
Lymph-CLL::SP116732	2621	0.925	126353815.544	4820824.706%	14850625.431	4667400.955%	0.09761	0.727
Lymph-CLL::SP115073	1319	0.887	63586677.872	4820824.706%	7473464.627	4213697.282%	0.12752	0.707
Lymph-CLL::SP13307	2701	0.877	130210475.309	4820824.706%	15303885.911	4140194.45%	0.13545	0.694
Lymph-CLL::SP13299	3223	0.862	155375180.274	4820824.706%	18261540.272	4056107.529%	0.13169	0.673
Lymph-CLL::SP13481	1864	0.86	89860172.52	4820824.706%	10561436.768	4040984.814%	0.17312	0.669
Lymph-CLL::SP116780	2994	0.954	144335491.698	4820824.706%	16964024.517	4483133.237%	0.05956	0.863
Lymph-CLL::SP13433	2389	0.862	115169502.226	4820824.706%	13536100.359	4199972.137%	0.16335	0.634
Lymph-CLL::SP115064	2117	0.941	102056859.026	4820824.706%	11994945.84	4588965.869%	0.07377	0.798
Lymph-CLL::SP13359	1638	0.889	78965108.684	4820824.706%	9280916.181	4116039.532%	0.12521	0.737
Lymph-CLL::SP116734	3280	0.873	158123050.357	4820824.706%	18584531.122	4422382.053%	0.15272	0.603
Lymph-CLL::SP116770	1423	0.877	68600335.566	4820824.706%	8062731.037	4205446.799%	0.1266	0.679
Lymph-CLL::SP13323	2043	0.81	98489448.744	4820824.706%	11575653.099	3825183.706%	0.18157	0.589
Lymph-CLL::SP13367	3645	0.932	175719060.534	4820824.706%	20652617.626	4617638.581%	0.08763	0.761
Lymph-CLL::SP96882	4510	0.912	217419194.241	4820824.706%	25553709.54	4441350.309%	0.09469	0.732
Lymph-CLL::SP13283	1529	0.87	73710409.755	4820824.706%	8663322.355	4045146.984%	0.16156	0.7
Lymph-CLL::SP116728	1958	0.847	94391747.743	4820824.706%	11094041.005	3976537.586%	0.15857	0.651
Lymph-CLL::SP13478	2096	0.935	101044485.838	4820824.706%	11875951.828	4421364.084%	0.09474	0.812
Lymph-CLL::SP116744	2542	0.868	122545364.027	4820824.706%	14402989.725	4082543.057%	0.14318	0.681
Lymph-CLL::SP115093	3710	0.941	178852596.593	4820824.706%	21020910.589	4685914.614%	0.07587	0.781
Lymph-CLL::SP13315	755	0.853	36397226.53	4820824.706%	4277837.882	4134962.348%	0.19406	0.625
Lymph-CLL::SP13331	3135	0.93	151132854.533	4820824.706%	17762947.467	4562783.863%	0.08789	0.764
Lymph-CLL::SP115108	3453	0.931	166463077.098	4820824.706%	19564745.519	4640588.544%	0.09178	0.752
Lymph-CLL::SP116752	4343	0.945	209368416.982	4820824.706%	24607477.467	4527098.607%	0.06487	0.826
Lymph-CLL::SP115085	2291	0.93	110445094.014	4820824.706%	12980827.903	4470489.93%	0.08208	0.783
Lymph-CLL::SP115102	2571	0.896	123943403.191	4820824.706%	14567304.067	4217166.454%	0.10966	0.732
Lymph-CLL::SP13379	2051	0.892	98875114.72	4820824.706%	11620984.732	4272565.234%	0.12361	0.705
Lymph-CLL::SP116750	3188	0.866	153687891.627	4820824.706%	18063262.422	4445682.45%	0.16395	0.573
Lymph-CLL::SP115125	1150	0.826	55439484.119	4820824.706%	6515907.334	3867160.553%	0.19752	0.621
Lymph-CLL::SP115089	2528	0.935	121870448.568	4820824.706%	14323676.115	4558583.6%	0.08428	0.786
Lymph-CLL::SP13297	1827	0.896	88076467.379	4820824.706%	10351797.44	4268682.641%	0.11892	0.72
Lymph-CLL::SP13339	1427	0.876	68793168.555	4820824.706%	8085395.873	4217383.309%	0.12983	0.67
Lymph-CLL::SP13671	2716	0.936	130933599.015	4820824.706%	15388877.514	4441276.107%	0.07742	0.812
Lymph-CLL::SP116776	2279	0.934	109866595.05	4820824.706%	12912826.345	4338467.149%	0.08805	0.825
Lymph-CLL::SP13683	1644	0.884	79254358.167	4820824.706%	9314929.675	4481855.128%	0.142	0.625
Lymph-CLL::SP116758	2512	0.889	121099116.615	4820824.706%	14233031.325	4507329.796%	0.13895	0.635
Lymph-CLL::SP116782	3303	0.898	159231840.039	4820824.706%	18714849.878	4553626.242%	0.13134	0.653
Lymph-CLL::SP13317	1771	0.866	85376805.543	4820824.706%	10034503.552	4177237.502%	0.13112	0.651
Lymph-CLL::SP115128	1681	0.906	81038063.308	4820824.706%	9524570.883	4558150.203%	0.11556	0.681
Lymph-CLL::SP116754	2704	0.957	130355100.05	4820824.706%	15320892.315	4637884.638%	0.05431	0.849
Lymph-CLL::SP116766	5065	0.896	244174771.359	4820824.706%	28698371.672	4565020.623%	0.12637	0.646
Lymph-CLL::SP116748	3320	0.936	160051380.239	4820824.706%	18811150.66	4491005.906%	0.06234	0.803
Lymph-CLL::SP115070	1574	0.944	75879780.872	4820824.706%	8918298.425	4525714.163%	0.06949	0.823
Lymph-CLL::SP115131	2071	0.924	99839279.661	4820824.706%	11734313.055	4581025.642%	0.08727	0.742
Lymph-CLL::SP115097	1889	0.914	91065378.696	4820824.706%	10703090.609	4367008.136%	0.09913	0.754
Lymph-CLL::SP115060	2162	0.921	104226230.144	4820824.706%	12249924.222	4639856.528%	0.09689	0.717
Lymph-CLL::SP13594	1891	0.927	91161795.19	4820824.706%	10714429.337	4564790.327%	0.09578	0.754
Lymph-CLL::SP96834	2630	0.867	126787689.768	4820824.706%	14901602.799	4137833.78%	0.13918	0.665
Lymph-CLL::SP115057	2634	0.884	126980522.756	4820824.706%	14924258.502	4109074.599%	0.11846	0.723
Lymph-CLL::SP116768	2123	0.825	102346108.508	4820824.706%	12028954.696	4247386.212%	0.20532	0.504
Lymph-CLL::SP13442	3063	0.938	147661860.745	4820824.706%	17354997.801	4646473.345%	0.07671	0.778
Lymph-CLL::SP13325	1064	0.914	51293574.872	4820824.706%	6028640.373	4623756.096%	0.12191	0.695
Lymph-CLL::SP116736	2406	0.952	115989042.426	4820824.706%	13632415.204	4515926.715%	0.0601	0.85
Lymph-CLL::SP13619	2265	0.872	109191679.591	4820824.706%	12833511.302	4189776.338%	0.13512	0.667
Lymph-CLL::SP115111	5601	0.934	270014391.783	4820824.706%	31735346.579	4682364.731%	0.07763	0.756
Lymph-CLL::SP116760	2213	0.925	106684850.744	4820824.706%	12538885.8	4563942.081%	0.08333	0.747
Lymph-CLL::SP13311	1805	0.853	87015885.943	4820824.706%	10227140.151	3967794.771%	0.15898	0.669
Lymph-CLL::SP13509	1958	0.838	94391747.743	4820824.706%	11094043.196	3967475.43%	0.16443	0.626
Lymph-CLL::SP13539	1954	0.938	94198914.755	4820824.706%	11071382.117	4501231.314%	0.07556	0.807
Lymph-CLL::SP13624	2067	0.856	99646446.673	4820824.706%	11711637.781	4050481.949%	0.14932	0.656
Lymph-CLL::SP116746	2636	0.845	127076939.25	4820824.706%	14935621.121	4341823.708%	0.19527	0.537
Lymph-CLL::SP13490	2957	0.957	142551786.556	4820824.706%	16754394.271	4654519.198%	0.04458	0.846
Lymph-CLL::SP116774	2360	0.938	113771463.062	4820824.706%	13371785.506	4559051.905%	0.07723	0.795
Lymph-CLL::SP115105	1945	0.893	93765040.532	4820824.706%	11020385.588	4237951.631%	0.12542	0.718
Lymph-CLL::SP13278	2590	0.895	124859359.885	4820824.706%	14674959.247	4228375.051%	0.10945	0.728
Lymph-CLL::SP116756	3747	0.799	24839873.128	662926.958%	2979780.852	583236.824%	0.21901	0.465
Lymph-CLL::SP13319	1034	0.877	49847327.46	4820824.706%	5858653.374	4201290.027%	0.14505	0.679
Lymph-CLL::SP13280	2359	0.915	113723254.815	4820824.706%	13366116.545	4399916.061%	0.10464	0.75
Lymph-CLL::SP13363	1482	0.909	71444622.143	4820824.706%	8397028.035	4419243.613%	0.10278	0.726
Lymph-CLL::SP13347	2612	0.924	125919941.321	4820824.706%	14799610.422	4348577.898%	0.09278	0.789
Lymph-CLL::SP116730	3724	0.943	179527512.051	4820824.706%	21100234.386	4692905.547%	0.07072	0.789
Lymph-CLL::SP13365	1414	0.884	68166461.343	4820824.706%	8011735.231	4191811.573%	0.12336	0.701
Lymph-CLL::SP115099	2192	0.939	105672477.556	4820824.706%	12419900.487	4649203.155%	0.08537	0.78
Lymph-CLL::SP116764	1816	0.884	87546176.661	4820824.706%	10289466.343	4116972.396%	0.13026	0.722
Lymph-CLL::SP116772	1989	0.933	95886203.402	4820824.706%	11269694.877	4520735.122%	0.07648	0.783
Lymph-CLL::SP96888	1432	0.906	69034209.79	4820824.706%	8113722.539	4276307.254%	0.11559	0.749
Lymph-CLL::SP13327	4376	0.943	210959289.135	4820824.706%	24794468.384	4629977.244%	0.06022	0.8
Lymph-CLL::SP116740	3247	0.923	156532178.204	4820824.706%	18397549.474	4636674.155%	0.09176	0.724
Myeloid-AML::SP116788	663	0.726	31962067.801	4820824.706%	3756561.59	3371453.326%	0.35583	0.504
Myeloid-AML::SP116789	335	0.736	16149762.765	4820824.706%	1898112.468	3474159.668%	0.41048	0.498
Myeloid-AML::SP116919	21	0.239	139214.661	662926.957%	16700.651	225191.532%	2.48194	-0.014
