Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Lymph-BNHL::SP116715	33100	0.673	880423995.296	2659891.224%	199832654.152	4608232.022%	0.39441	0.577
Lymph-BNHL::SP116718	8794	0.574	233910834.279	2659891.224%	53091632.539	4800038.068%	0.55779	0.4
Lymph-BNHL::SP116720	7425	0.544	197496923.416	2659891.224%	44826656.725	4800091.005%	0.60567	0.342
Lymph-BNHL::SP59284	3940	0.632	104799714.244	2659891.224%	23786755.627	4715641.82%	0.46654	0.507
Lymph-BNHL::SP116618	11134	0.717	296152288.931	2659891.224%	67218590.169	4698051.236%	0.43724	0.663
Lymph-BNHL::SP59436	3014	0.564	80169121.505	2659891.224%	18196297.484	4867478.17%	0.54392	0.382
Lymph-BNHL::SP116645	12822	0.664	341051252.8	2659891.224%	77409592.839	4973303.503%	0.4493	0.591
Lymph-BNHL::SP59320	7024	0.559	186830759.606	2659891.224%	42405701.62	4795871.435%	0.58799	0.371
Lymph-BNHL::SP116672	3556	0.589	94585731.942	2659891.224%	21468474.819	4760416.317%	0.46462	0.428
Lymph-BNHL::SP116635	7684	0.647	204386041.688	2659891.224%	46390224.357	4937265.202%	0.43881	0.553
Lymph-BNHL::SP59328	3668	0.596	97564810.113	2659891.224%	22144651.312	4894876.643%	0.51536	0.447
Lymph-BNHL::SP116627	3314	0.565	88148795.179	2659891.224%	20007445.325	4320688.099%	0.48983	0.387
Lymph-BNHL::SP116725	2082	0.581	55378935.293	2659891.224%	12569553.453	4438186.939%	0.47575	0.413
Lymph-BNHL::SP59292	4175	0.605	111050458.621	2659891.224%	25205530.609	4828814.067%	0.47848	0.462
Lymph-BNHL::SP116683	9648	0.556	256626305.336	2659891.224%	58247497.954	4995850.027%	0.5498	0.368
Lymph-BNHL::SP59372	5568	0.663	148102743.378	2659891.224%	33615374.736	4739658.567%	0.43545	0.567
Lymph-BNHL::SP116610	17408	0.648	463033864.354	2659891.224%	105096461.748	5034731.029%	0.45616	0.567
Lymph-BNHL::SP116638	4237	0.604	112699591.18	2659891.224%	25579845.472	4898134.023%	0.46919	0.463
Lymph-BNHL::SP59336	2432	0.587	64688554.579	2659891.224%	14682600.938	4732532.466%	0.48548	0.424
Lymph-BNHL::SP124971	16708	0.632	444414625.783	2659891.224%	100870362.993	4819038.576%	0.4987	0.512
Lymph-BNHL::SP116665	2496	0.58	66390884.963	2659891.224%	15068981.715	4590533.648%	0.50159	0.41
Lymph-BNHL::SP116674	6066	0.607	161349001.676	2659891.224%	36621962.125	4705599.634%	0.46503	0.461
Lymph-BNHL::SP116657	22238	0.63	591506610.495	2659891.224%	134256325.355	4735488.143%	0.44103	0.505
Lymph-BNHL::SP116670	17627	0.684	468859026.136	2659891.224%	106418384.983	4536636.62%	0.38802	0.592
Lymph-BNHL::SP116642	16744	0.567	445372186.624	2659891.224%	101087719.164	4373788.281%	0.52067	0.39
Lymph-BNHL::SP116606	19934	0.661	530222716.684	2659891.224%	120346284.184	4361726.99%	0.4435	0.545
Lymph-BNHL::SP116604	7210	0.583	191778157.284	2659891.224%	43528612.854	4826114.823%	0.5036	0.419
Lymph-BNHL::SP59376	1950	0.596	51867878.877	2659891.224%	11772630.168	4372365.699%	0.42918	0.438
Lymph-BNHL::SP59272	2553	0.582	67907022.96	2659891.224%	15413105.07	4609601.799%	0.47505	0.414
Lymph-BNHL::SP124969	22978	0.57	611189805.556	2659891.224%	138724015.408	4599216.864%	0.53021	0.393
Lymph-BNHL::SP116608	7243	0.523	192655921.388	2659891.224%	43727828.784	4221110.169%	0.71984	0.323
Lymph-BNHL::SP59396	2069	0.575	55033149.434	2659891.224%	12491068.401	4371703.994%	0.51061	0.404
Lymph-BNHL::SP116688	3681	0.593	97910595.972	2659891.224%	22223120.865	4612383.196%	0.48117	0.433
Lymph-BNHL::SP59392	1809	0.598	48117432.25	2659891.224%	10921379.94	4433545.311%	0.47204	0.442
Lymph-BNHL::SP59456	7645	0.673	203348684.11	2659891.224%	46154707.21	4637699.15%	0.41885	0.577
Lymph-BNHL::SP59348	9148	0.556	243326849.214	2659891.224%	55228870.954	5029105.086%	0.58679	0.369
Lymph-BNHL::SP59300	13724	0.712	365043471.645	2659891.224%	82855038.028	4683077.568%	0.46227	0.651
Lymph-BNHL::SP59340	5271	0.591	140202866.441	2659891.224%	31822362.953	4748226.252%	0.48362	0.431
Lymph-BNHL::SP59380	3384	0.558	90010719.036	2659891.224%	20430081.873	4791439.415%	0.52395	0.37
Lymph-BNHL::SP59440	6829	0.731	181643971.718	2659891.224%	41228222.401	4343228.655%	0.32859	0.662
Lymph-BNHL::SP59428	3098	0.628	82403430.134	2659891.224%	18703396.595	4747666.684%	0.44247	0.5
Lymph-BNHL::SP59400	19774	0.778	525966890.725	2659891.224%	119379954.997	4260940.154%	0.32021	0.733
Lymph-BNHL::SP116624	6110	0.558	162519353.815	2659891.224%	36887655.369	4873337.395%	0.57278	0.369
Lymph-BNHL::SP59432	4275	0.561	113710349.846	2659891.224%	25809278.283	4804398.066%	0.52394	0.375
Lymph-BNHL::SP59452	24195	0.533	643560681.758	2659891.224%	146071263.0	4094731.17%	0.53591	0.344
Lymph-BNHL::SP116679	3556	0.512	94585731.942	2659891.224%	21468503.074	4636425.613%	0.62851	0.288
Lymph-BNHL::SP116676	30194	0.646	803127556.313	2659891.224%	182288659.182	4830681.533%	0.48644	0.541
Lymph-BNHL::SP59360	7864	0.646	209173845.892	2659891.224%	47476830.629	4251343.578%	0.43435	0.519
Lymph-BNHL::SP59384	4042	0.636	107512803.293	2659891.224%	24402562.03	4849497.211%	0.47392	0.522
Lymph-BNHL::SP59332	3725	0.613	99080948.111	2659891.224%	22488759.764	4768432.706%	0.46048	0.474
Lymph-BNHL::SP116616	7898	0.622	210078208.908	2659891.224%	47682205.573	4823446.834%	0.50972	0.494
Lymph-BNHL::SP124981	7247	0.591	192762317.037	2659891.224%	43751992.177	4902113.995%	0.52266	0.437
Lymph-BNHL::SP59368	25277	0.486	672340704.807	2659891.224%	152603467.021	3556760.494%	0.55386	0.303
Lymph-BNHL::SP116648	28529	0.766	758840367.426	2659891.224%	172236053.595	4559990.099%	0.37211	0.737
Lymph-BNHL::SP59420	4053	0.54	107805391.327	2659891.224%	24469020.735	4863501.663%	0.5388	0.336
Lymph-BNHL::SP116706	11162	0.604	296897058.474	2659891.224%	67387849.747	5014346.134%	0.4913	0.47
Lymph-BNHL::SP116654	5556	0.575	147783556.431	2659891.224%	33543001.095	4866694.486%	0.50244	0.404
Lymph-BNHL::SP59308	3904	0.553	103842153.403	2659891.224%	23569458.982	4796349.577%	0.53652	0.36
Lymph-BNHL::SP59288	15263	0.558	7255011197.766	47533323.709%	2029276508.284	81482153.35%	0.66621	0.454
Lymph-BNHL::SP116622	3061	0.591	81419270.381	2659891.224%	18480038.258	4868075.596%	0.4933	0.436
Lymph-BNHL::SP59316	4152	0.596	110438683.64	2659891.224%	25066670.344	4701723.746%	0.47268	0.44
Lymph-BNHL::SP59324	4583	0.578	121902814.817	2659891.224%	27668739.432	4742883.387%	0.51918	0.408
Lymph-BNHL::SP116697	112529	0.737	2993148995.973	2659891.224%	679363028.744	4348540.084%	0.37037	0.671
Lymph-BNHL::SP59304	44342	0.631	1179448966.75	2659891.224%	267702450.107	3540747.531%	0.40333	0.506
Lymph-BNHL::SP116620	31697	0.611	15066637616.169	47533323.709%	4214242380.073	97994457.324%	0.64872	0.548
Lymph-CLL::SP13289	1721	0.507	45776727.973	2659891.224%	10390128.941	4645631.441%	0.56744	0.279
Lymph-CLL::SP116742	1350	0.539	35908531.53	2659891.224%	8150298.039	4597868.838%	0.58691	0.337
Lymph-CLL::SP115134	1055	0.494	28061852.418	2659891.224%	6369308.954	4330258.928%	0.63395	0.271
Lymph-CLL::SP96884	1853	0.558	49287784.389	2659891.224%	11187032.682	4550545.463%	0.54587	0.371
Lymph-CLL::SP13385	2495	0.539	66364286.05	2659891.224%	15062955.736	4533108.995%	0.55426	0.338
Lymph-CLL::SP13291	2713	0.517	72162848.92	2659891.224%	16379088.984	4616942.92%	0.55513	0.297
Lymph-CLL::SP13514	2392	0.59	63624598.089	2659891.224%	14441110.777	4755410.808%	0.51337	0.43
Lymph-CLL::SP115117	1269	0.513	33754019.638	2659891.224%	7661285.851	4678566.06%	0.59941	0.289
Lymph-CLL::SP115114	2987	0.573	79450950.875	2659891.224%	18033289.528	4903773.504%	0.50504	0.401
Lymph-CLL::SP13279	2183	0.461	58065425.43	2659891.224%	13179354.971	4561860.037%	0.68606	0.201
Lymph-CLL::SP13487	1654	0.547	43994600.853	2659891.224%	9985625.122	4699547.025%	0.58026	0.35
Lymph-CLL::SP13361	3635	0.57	96687046.009	2659891.224%	21945441.685	5055064.104%	0.55695	0.401
Lymph-CLL::SP13421	2815	0.539	74875937.969	2659891.224%	16994886.439	4739176.118%	0.53683	0.335
Lymph-CLL::SP116738	1738	0.513	46228909.481	2659891.224%	10492750.837	4266544.584%	0.56933	0.305
Lymph-CLL::SP13293	1907	0.509	50724125.65	2659891.224%	11513051.307	4365798.921%	0.57126	0.294
Lymph-CLL::SP13281	2062	0.587	54846957.048	2659891.224%	12448823.454	4939231.586%	0.56051	0.431
Lymph-CLL::SP13677	1503	0.479	39978165.104	2659891.224%	9074004.588	4336172.623%	0.62143	0.246
Lymph-CLL::SP13399	2311	0.474	61470086.197	2659891.224%	13952123.761	4639663.202%	0.62552	0.219
Lymph-CLL::SP116732	2621	0.605	69715748.993	2659891.224%	15823645.75	4973211.373%	0.54368	0.468
Lymph-CLL::SP115073	1319	0.541	35083965.251	2659891.224%	7963140.465	4489786.868%	0.52736	0.343
Lymph-CLL::SP13307	2701	0.495	71843661.973	2659891.224%	16306641.39	4411472.13%	0.59551	0.268
Lymph-CLL::SP13299	3223	0.548	85728294.164	2659891.224%	19458063.23	4321869.655%	0.55722	0.36
Lymph-CLL::SP13481	1864	0.509	49580372.424	2659891.224%	11253447.351	4305759.798%	0.55525	0.297
Lymph-CLL::SP116780	2994	0.57	79637143.26	2659891.224%	18075545.895	4776878.298%	0.5637	0.393
Lymph-CLL::SP13433	2389	0.47	63544801.352	2659891.224%	14423026.44	4475166.966%	0.72393	0.222
Lymph-CLL::SP115064	2117	0.615	56309897.222	2659891.224%	12780863.677	4889638.35%	0.50744	0.485
Lymph-CLL::SP13359	1638	0.526	43569018.257	2659891.224%	9889025.653	4385733.017%	0.5372	0.321
Lymph-CLL::SP116734	3280	0.646	87244432.162	2659891.224%	19802166.095	4712130.932%	0.50615	0.533
Lymph-CLL::SP116770	1423	0.534	37850252.124	2659891.224%	8591016.216	4480995.519%	0.56947	0.331
Lymph-CLL::SP13323	2043	0.48	54341577.716	2659891.224%	12334116.899	4075818.668%	0.59802	0.263
Lymph-CLL::SP13367	3645	0.593	96953035.132	2659891.224%	22005797.313	4920190.772%	0.50426	0.442
Lymph-CLL::SP96882	4510	0.496	119961094.223	2659891.224%	27228066.126	4732361.058%	0.63819	0.255
Lymph-CLL::SP13283	1529	0.504	40669736.822	2659891.224%	9230967.388	4310196.292%	0.59978	0.288
Lymph-CLL::SP116728	1958	0.496	52080670.175	2659891.224%	11820950.888	4237090.478%	0.59994	0.279
Lymph-CLL::SP13478	2096	0.503	55751320.065	2659891.224%	12654105.608	4711067.278%	0.64316	0.268
Lymph-CLL::SP116744	2542	0.554	67614434.926	2659891.224%	15346693.836	4350037.011%	0.56812	0.368
Lymph-CLL::SP115093	3710	0.575	98681964.427	2659891.224%	22398231.052	4992942.516%	0.54211	0.408
Lymph-CLL::SP13315	755	0.481	20082178.745	2659891.225%	4558133.291	4405896.169%	0.70016	0.245
Lymph-CLL::SP13331	3135	0.563	83387589.887	2659891.224%	18926805.773	4861745.165%	0.53259	0.38
Lymph-CLL::SP115108	3453	0.571	91846043.981	2659891.224%	20846654.778	4944646.342%	0.54415	0.398
Lymph-CLL::SP116752	4343	0.527	115519075.878	2659891.224%	26219831.121	4823727.304%	0.6049	0.311
Lymph-CLL::SP115085	2291	0.494	60938107.952	2659891.224%	13831376.204	4763411.74%	0.62991	0.249
Lymph-CLL::SP115102	2571	0.485	68385803.381	2659891.224%	15521804.306	4493489.813%	0.59278	0.246
Lymph-CLL::SP13379	2051	0.52	54554369.014	2659891.224%	12382419.441	4552513.926%	0.57354	0.305
Lymph-CLL::SP116750	3188	0.551	84797332.236	2659891.224%	19246779.615	4736966.576%	0.58827	0.356
Lymph-CLL::SP115125	1150	0.519	30588749.081	2659891.224%	6942840.443	4120543.358%	0.61784	0.32
Lymph-CLL::SP115089	2528	0.628	67242050.154	2659891.224%	15262169.358	4857263.902%	0.48835	0.507
Lymph-CLL::SP13297	1827	0.543	48596212.671	2659891.224%	11030067.448	4548375.074%	0.58737	0.346
Lymph-CLL::SP13339	1427	0.497	37956647.773	2659891.224%	8615172.524	4493717.485%	0.61807	0.268
Lymph-CLL::SP13671	2716	0.563	72242645.656	2659891.224%	16397189.08	4732277.843%	0.57183	0.38
Lymph-CLL::SP116776	2279	0.544	60618921.005	2659891.224%	13758909.845	4622735.315%	0.56402	0.345
Lymph-CLL::SP13683	1644	0.553	43728611.73	2659891.224%	9925253.261	4775510.795%	0.52151	0.36
Lymph-CLL::SP116758	2512	0.585	66816467.558	2659891.224%	15165584.68	4802651.673%	0.56449	0.421
Lymph-CLL::SP116782	3303	0.567	87856207.144	2659891.224%	19941063.252	4851983.826%	0.54148	0.387
Lymph-CLL::SP13317	1771	0.443	47106673.585	2659891.224%	10692002.458	4450946.019%	0.64652	0.178
Lymph-CLL::SP115128	1681	0.624	44712771.483	2659891.224%	10148618.924	4856799.323%	0.50748	0.499
Lymph-CLL::SP116754	2704	0.566	71923458.709	2659891.224%	16324749.447	4941768.607%	0.54614	0.387
Lymph-CLL::SP116766	5065	0.559	134723490.519	2659891.224%	30578717.368	4864125.29%	0.52335	0.373
Lymph-CLL::SP116748	3320	0.543	88308388.652	2659891.224%	20043703.303	4785267.607%	0.55138	0.341
Lymph-CLL::SP115070	1574	0.512	41866687.873	2659891.224%	9502654.214	4822253.609%	0.5912	0.281
Lymph-CLL::SP115131	2071	0.592	55086347.259	2659891.224%	12503155.657	4881178.507%	0.53196	0.439
Lymph-CLL::SP115097	1889	0.51	50245345.23	2659891.224%	11404388.723	4653147.409%	0.60407	0.283
Lymph-CLL::SP115060	2162	0.55	57506848.273	2659891.224%	13052559.181	4943867.474%	0.5469	0.354
Lymph-CLL::SP13594	1891	0.574	50298543.055	2659891.224%	11416453.516	4863881.682%	0.51267	0.402
Lymph-CLL::SP96834	2630	0.493	69955139.203	2659891.224%	15877996.601	4408955.974%	0.58415	0.265
Lymph-CLL::SP115057	2634	0.487	70061534.852	2659891.224%	15902146.629	4378315.129%	0.58859	0.256
Lymph-CLL::SP116768	2123	0.551	56469490.695	2659891.224%	12817092.454	4525675.185%	0.55338	0.36
Lymph-CLL::SP13442	3063	0.624	81472468.205	2659891.224%	18492104.09	4950912.108%	0.52405	0.507
Lymph-CLL::SP13325	1064	0.533	28301242.628	2659891.224%	6423648.035	4926713.144%	0.59776	0.321
Lymph-CLL::SP116736	2406	0.5	63996982.861	2659891.224%	14525661.61	4811826.983%	0.62035	0.258
Lymph-CLL::SP13619	2265	0.52	60246536.234	2659891.224%	13674389.798	4464299.244%	0.5666	0.309
Lymph-CLL::SP115111	5601	0.616	148980507.482	2659891.224%	33814659.811	4989155.234%	0.51479	0.493
Lymph-CLL::SP116760	2213	0.551	58863392.797	2659891.224%	13360456.788	4862980.007%	0.51997	0.356
Lymph-CLL::SP13311	1805	0.488	48011036.602	2659891.224%	10897252.141	4227776.233%	0.59868	0.267
Lymph-CLL::SP13509	1958	0.491	52080670.175	2659891.224%	11820951.944	4227434.09%	0.60909	0.272
Lymph-CLL::SP13539	1954	0.514	51974274.526	2659891.224%	11796813.47	4796165.974%	0.63506	0.286
Lymph-CLL::SP13624	2067	0.465	54979951.61	2659891.224%	12479023.628	4315883.132%	0.62899	0.224
Lymph-CLL::SP116746	2636	0.565	70114732.677	2659891.224%	15914203.84	4626300.236%	0.52281	0.382
Lymph-CLL::SP13490	2957	0.542	78652983.507	2659891.224%	17852185.56	4959495.346%	0.57601	0.338
Lymph-CLL::SP116774	2360	0.597	62773432.897	2659891.224%	14247920.175	4857766.196%	0.49081	0.447
Lymph-CLL::SP115105	1945	0.474	51734884.316	2659891.224%	11742480.822	4515637.439%	0.63124	0.226
Lymph-CLL::SP13278	2590	0.512	68891182.714	2659891.224%	15636503.122	4505429.867%	0.60957	0.293
Lymph-CLL::SP116756	3747	0.502	99666124.181	2659891.224%	22621613.691	4427761.231%	0.58706	0.279
Lymph-CLL::SP13319	1034	0.473	27503275.261	2659891.224%	6242531.8	4476572.502%	0.67106	0.227
Lymph-CLL::SP13280	2359	0.504	62746833.985	2659891.224%	14241904.779	4688211.821%	0.60233	0.272
Lymph-CLL::SP13363	1482	0.487	39419587.946	2659891.224%	8947228.423	4708806.723%	0.65534	0.238
Lymph-CLL::SP13347	2612	0.51	69476358.783	2659891.224%	15769328.493	4633510.707%	0.6174	0.285
Lymph-CLL::SP116730	3724	0.584	99054349.199	2659891.224%	22482748.837	5000390.745%	0.55128	0.428
Lymph-CLL::SP13365	1414	0.577	37610861.914	2659891.224%	8536672.192	4466463.289%	0.53377	0.406
Lymph-CLL::SP115099	2192	0.634	58304815.64	2659891.224%	13233654.863	4953819.88%	0.49497	0.527
Lymph-CLL::SP116764	1816	0.561	48303624.636	2659891.224%	10963648.399	4386722.918%	0.53934	0.38
Lymph-CLL::SP116772	1989	0.568	52905236.455	2659891.224%	12008104.803	4816941.516%	0.56603	0.39
Lymph-CLL::SP96888	1432	0.509	38089642.334	2659891.224%	8645357.896	4556503.69%	0.61062	0.285
Lymph-CLL::SP13327	4376	0.558	116396839.982	2659891.224%	26419051.077	4933342.526%	0.55629	0.37
Lymph-CLL::SP116740	3247	0.563	86366668.058	2659891.224%	19602982.383	4940475.464%	0.54865	0.382
Myeloid-AML::SP116788	663	0.445	17635078.818	2659891.224%	4002699.245	3592357.894%	0.65237	0.242
Myeloid-AML::SP116789	335	0.447	8910635.602	2659891.224%	2022480.653	3701793.667%	0.69884	0.237
Myeloid-AML::SP116919	21	0.113	558577.157	2659891.224%	126783.06	1709542.432%	3.18303	-0.02
Myeloid-AML::SP109002	1391	0.5	36999086.932	2659891.224%	8397813.564	3800849.605%	0.60531	0.308
Myeloid-AML::SP109001	519	0.431	13804835.455	2659891.224%	3133341.098	4169642.121%	0.7836	0.181
Myeloid-AML::SP109006	1209	0.477	32158084.904	2659891.224%	7299043.261	4001834.45%	0.59869	0.262
Myeloid-AML::SP108998	2116	0.498	56283298.31	2659891.224%	12774818.251	3763686.241%	0.60053	0.307
Myeloid-AML::SP127706	3353	0.317	89186152.756	2659891.224%	20242917.338	2618725.479%	0.96384	0.148
Myeloid-AML::SP108999	1540	0.5	40962324.857	2659891.224%	9297370.612	4028650.219%	0.62195	0.296
Myeloid-AML::SP109007	1528	0.522	40643137.91	2659891.224%	9224910.754	3783880.273%	0.59373	0.341
Myeloid-AML::SP109003	990	0.464	26332923.122	2659891.224%	5976883.785	3883714.399%	0.66482	0.251
Myeloid-MDS::SP116868	1119	0.417	29764182.802	2659891.224%	6755692.594	3610605.394%	0.6391	0.202
Myeloid-MDS::SP116794	550	0.456	14629401.735	2659891.225%	3320490.38	3757307.241%	0.65423	0.247
Myeloid-MDS::SP116791	637	0.457	16943507.1	2659891.224%	3845733.018	3881411.922%	0.63966	0.24
Myeloid-MDS::SP116866	1074	0.412	28567231.751	2659891.224%	6484019.923	3766089.088%	0.66904	0.182
Myeloid-MPN::SP116883	2002	0.474	53251022.314	2659891.224%	12086594.197	4162844.168%	0.62706	0.248
Myeloid-MPN::SP116815	817	0.352	21731311.304	2659891.224%	4932440.57	3055622.187%	0.80596	0.157
Myeloid-MPN::SP116853	1261	0.436	33541228.34	2659891.224%	7612985.893	3888683.628%	0.68427	0.209
Myeloid-MPN::SP116901	857	0.39	22795267.794	2659891.225%	5173936.429	3724184.455%	0.75579	0.153
Myeloid-MPN::SP116830	3072	0.472	81711858.415	2659891.224%	18546467.79	4258843.253%	0.61115	0.239
Myeloid-MPN::SP116802	846	0.435	22502679.759	2659891.224%	5107524.935	4040884.801%	0.68026	0.196
Myeloid-MPN::SP116885	2260	0.459	60113541.673	2659891.224%	13644207.86	4052993.27%	0.64221	0.232
Myeloid-MPN::SP116834	987	0.422	26253126.385	2659891.224%	5958780.084	3983601.026%	0.68456	0.181
Myeloid-MPN::SP116913	1501	0.446	39924967.279	2659891.224%	9061926.528	3902849.845%	0.64332	0.223
Myeloid-MPN::SP116799	2282	0.383	60698717.742	2659891.224%	13777069.926	4637508.756%	0.76309	0.055
Myeloid-MPN::SP116920	446	0.393	11863114.861	2659891.224%	2692618.37	3506679.439%	0.86962	0.175
Myeloid-MPN::SP116835	1644	0.453	43728611.73	2659891.224%	9925250.22	3813175.681%	0.62208	0.239
Myeloid-MPN::SP116852	829	0.435	22050498.251	2659891.224%	5004887.715	3779130.807%	0.66797	0.215
Myeloid-MPN::SP116902	1225	0.391	32583667.5	2659891.224%	7395650.647	3767167.221%	0.74998	0.152
Myeloid-MPN::SP116871	368	0.359	9788399.706	2659891.224%	2221715.81	3785793.612%	0.84001	0.104
Myeloid-MPN::SP116820	1488	0.428	39579181.42	2659891.224%	8983447.348	3943599.674%	0.69088	0.193
Myeloid-MPN::SP116889	1548	0.446	41175116.155	2659891.224%	9345684.613	4170518.606%	0.6544	0.204
Myeloid-MPN::SP116923	1271	0.424	33807217.463	2659891.224%	7673359.703	3832036.321%	0.68133	0.195
Myeloid-MPN::SP116829	2816	0.455	74902536.881	2659891.224%	17000933.893	4219828.378%	0.62647	0.214
Myeloid-MPN::SP116872	352	0.348	9362817.11	2659891.224%	2125121.06	3977925.917%	0.94731	0.069
Myeloid-MPN::SP116904	269	0.378	7155107.394	2659891.225%	1624022.504	3253907.322%	1.05859	0.175
Myeloid-MPN::SP116806	1664	0.433	44260589.975	2659891.224%	10045998.77	3754890.474%	0.62331	0.214
Myeloid-MPN::SP116857	1603	0.471	42638056.328	2659891.224%	9677727.596	4143316.916%	0.62369	0.245
Myeloid-MPN::SP116888	748	0.406	19895986.359	2659891.224%	4515873.524	3803591.118%	0.71598	0.171
Myeloid-MPN::SP116818	870	0.347	23141053.653	2659891.224%	5252424.873	3578962.624%	0.96234	0.106
Myeloid-MPN::SP116837	3162	0.459	84105760.517	2659891.224%	19089824.323	4204480.754%	0.59288	0.222
Myeloid-MPN::SP116905	376	0.424	10001191.004	2659891.224%	2270007.742	3464147.043%	0.76142	0.222
Myeloid-MPN::SP116804	1743	0.438	46361904.042	2659891.224%	10522942.695	3809336.379%	0.62953	0.217
Myeloid-MPN::SP116819	884	0.372	23513438.424	2659891.224%	5336947.014	3863905.256%	0.81621	0.116
Myeloid-MPN::SP116856	1337	0.485	35562745.671	2659891.224%	8071816.821	4280760.752%	0.59956	0.259
Myeloid-MPN::SP116839	1860	0.424	49473976.775	2659891.224%	11229306.811	3828939.234%	0.63243	0.195
Myeloid-MPN::SP116925	922	0.422	24524197.09	2659891.225%	5566355.906	3848487.95%	0.72855	0.191
Myeloid-MPN::SP116878	1272	0.413	33833816.375	2659891.224%	7679399.929	3869513.331%	0.68803	0.176
Myeloid-MPN::SP116893	1702	0.432	45271348.64	2659891.224%	10275418.71	3873794.805%	0.65406	0.203
Myeloid-MPN::SP116876	182	0.403	4841002.029	2659891.225%	1098780.158	3245775.662%	1.07897	0.209
Myeloid-MPN::SP116927	1324	0.443	35216959.812	2659891.224%	7993331.898	3887685.945%	0.66294	0.219
Myeloid-MPN::SP116909	1067	0.458	28381039.365	2659891.224%	6441753.48	3879518.629%	0.64709	0.242
Myeloid-MPN::SP116795	358	0.461	9522410.584	2659891.225%	2161336.717	3701222.911%	0.69157	0.257
Myeloid-MPN::SP116826	1109	0.384	29498193.679	2659891.224%	6695321.601	3397940.035%	0.72662	0.173
Myeloid-MPN::SP116891	754	0.425	20055579.832	2659891.224%	4552095.576	3857431.091%	0.68453	0.194
Myeloid-MPN::SP116860	1158	0.429	30801540.379	2659891.224%	6991148.317	3841870.25%	0.70353	0.202
Myeloid-MPN::SP116848	1485	0.406	39499384.683	2659891.224%	8965341.282	3970893.224%	0.70313	0.157
Myeloid-MPN::SP116910	2101	0.463	55884314.626	2659891.224%	12684291.617	4331229.257%	0.66483	0.22
Myeloid-MPN::SP116797	274	0.367	7288101.955	2659891.224%	1654209.242	3235472.041%	0.97476	0.162
Myeloid-MPN::SP116862	1773	0.448	47159871.41	2659891.224%	10704057.285	3798847.399%	0.63682	0.232
Myeloid-MPN::SP116823	832	0.382	22130294.988	2659891.225%	5023001.769	3448348.168%	0.74627	0.165
Myeloid-MPN::SP116897	416	0.353	11065147.494	2659891.225%	2511504.666	3691792.764%	0.96762	0.104
Myeloid-MPN::SP116846	966	0.41	25694549.228	2659891.224%	5831996.629	3815758.19%	0.69949	0.176
Myeloid-MPN::SP116784	83	0.337	2207709.716	2659891.224%	501093.39	3466135.456%	1.43074	0.102
Myeloid-MPN::SP116896	423	0.375	11251339.879	2659891.224%	2553765.846	3974281.572%	0.83229	0.111
Myeloid-MPN::SP116824	648	0.383	17236095.135	2659891.225%	3912145.397	3447928.37%	0.73524	0.167
Myeloid-MPN::SP116881	997	0.419	26519115.508	2659891.224%	6019150.408	3809665.17%	0.68266	0.189
Myeloid-MPN::SP116812	1063	0.372	28274643.716	2659891.224%	6417605.295	3185828.058%	0.72824	0.173
Myeloid-MPN::SP116915	2145	0.412	57054666.765	2659891.224%	12949930.647	3832195.895%	0.64611	0.177
Myeloid-MPN::SP116786	1347	0.433	35828734.793	2659891.224%	8132189.121	3808121.209%	0.64291	0.21
Myeloid-MPN::SP116851	477	0.462	12687681.141	2659891.225%	2879770.571	3782954.947%	0.66441	0.253
Ovary-AdenoCA::SP101845	13557	0.52	360601453.3	2659891.224%	81847252.587	5255587.643%	0.71611	0.295
Ovary-AdenoCA::SP101682	5863	0.527	155949422.49	2659891.224%	35396437.396	4439287.731%	0.56343	0.32
Ovary-AdenoCA::SP61553	2545	0.572	67694231.663	2659891.224%	15364788.292	4126548.982%	0.45573	0.403
Ovary-AdenoCA::SP101724	15273	0.558	406245186.712	2659891.224%	92207044.234	4789885.843%	0.64734	0.37
Ovary-AdenoCA::SP102103	5652	0.573	150337052.006	2659891.224%	34122579.173	4863490.876%	0.5636	0.399
Ovary-AdenoCA::SP102174	9986	0.515	265616737.675	2659891.224%	60288155.8	5114568.208%	0.65707	0.281
Ovary-AdenoCA::SP101622	10834	0.459	288172615.258	2659891.224%	65407846.987	5268224.668%	0.79752	0.145
Ovary-AdenoCA::SP102161	7263	0.543	193187899.633	2659891.224%	43848622.86	4813756.96%	0.62499	0.34
Ovary-AdenoCA::SP101654	8524	0.569	226729127.973	2659891.224%	51461615.826	5113084.652%	0.57055	0.401
Ovary-AdenoCA::SP102074	5024	0.537	133632935.117	2659891.224%	30331196.435	4763923.848%	0.61065	0.331
Ovary-AdenoCA::SP101694	12156	0.505	323336377.245	2659891.224%	73389008.134	4890325.44%	0.66029	0.265
Ovary-AdenoCA::SP101616	12206	0.496	324666322.858	2659891.224%	73690940.952	5287959.831%	0.74975	0.235
Ovary-AdenoCA::SP101666	7399	0.535	196805351.698	2659891.224%	44669734.487	5199194.422%	0.6772	0.327
Ovary-AdenoCA::SP101558	5887	0.5	156587796.384	2659891.224%	35541410.767	5195174.464%	0.74208	0.247
Ovary-AdenoCA::SP102096	5159	0.569	137223788.27	2659891.224%	31146202.231	4716247.853%	0.53859	0.39
